date;Charging Station;Duration (min);Total Energy (kWh);Nº cartão EVIO;Plus;Temp
2023-08-04;CAP_SON_MAI_00004;195.767;11.85;128;0.0;19.25
2023-08-04;CAP_SON_MAI_00010;240.783;12.31;55;0.0;19.25
2023-08-04;CAP_SON_MAI_00010;295.15;49.99;29;0.0;19.25
2023-08-04;CAP_SON_MAI_00003;401.967;12.469;50;0.0;19.25
2023-08-04;CAP_SON_MAI_00010;268.1;23.63;0;0.0;19.25
2023-08-05;CAP_SON_MAI_00002;21.217;39.48;0;0.0;21.75
2023-08-07;CAP_SON_MAI_00001;370.833;42.12;133;0.0;26.25
2023-08-07;CAP_SON_MAI_00001;271.4;12.47;5;0.0;26.25
2023-08-07;CAP_SON_MAI_00004;207.417;12.31;128;0.0;26.25
2023-08-07;CAP_SON_MAI_00010;239.933;12.21;50;0.0;26.25
2023-08-07;CAP_SON_MAI_00010;288.65;39.54;0;0.0;26.25
2023-08-08;CAP_SON_MAI_00001;603.617;12.4;55;0.0;24.5
2023-08-08;CAP_SON_MAI_00004;308.217;55.2;133;0.0;24.5
2023-08-08;CAP_SON_MAI_00003;236.65;27.75;144;0.0;24.5
2023-08-08;CAP_SON_MAI_00002;2.917;2.05;134;0.0;24.5
2023-08-08;CAP_SON_MAI_00002;21.35;8.15;134;0.0;24.5
2023-08-09;CAP_SON_MAI_00010;403.4;12.36;50;0.0;20.0
2023-08-09;CAP_SON_MAI_00004;207.283;12.41;128;0.0;20.0
2023-08-09;CAP_SON_MAI_00010;247.75;12.34;55;0.0;20.0
2023-08-10;CAP_SON_MAI_00010;20.1;2.29;55;0.0;21.0
2023-08-10;CAP_SON_MAI_00004;40.15;7.1;133;0.0;21.0
2023-08-10;CAP_SON_MAI_00010;314.5;35.01;29;0.0;21.0
2023-08-10;CAP_SON_MAI_00003;979.367;12.988;5;0.0;21.0
2023-08-10;CAP_SON_MAI_00010;584.5;11.97;55;0.0;21.0
2023-08-10;CAP_SON_MAI_00010;208.6;38.02;133;0.0;21.0
2023-08-10;CAP_SON_MAI_00001;122.75;13.98;29;0.0;21.0
2023-08-11;CAP_SON_MAI_00002;27.983;13.56;144;0.0;21.75
2023-08-11;CAP_SON_MAI_00001;585.9;11.7;87;0.0;21.75
2023-08-11;CAP_SON_MAI_00010;224.0;16.7;0;0.0;21.75
2023-08-11;CAP_SON_MAI_00010;175.217;31.66;0;0.0;21.75
2023-08-11;CAP_SON_MAI_00002;34.567;42.14;134;0.0;21.75
2023-08-11;CAP_SON_MAI_00002;7.1;10.14;29;0.0;21.75
2023-08-11;CAP_SON_MAI_00003;522.583;11.597;5;0.0;21.75
2023-08-12;CAP_SON_MAI_00002;18.633;25.08;0;0.025;20.75
2023-08-12;CAP_SON_MAI_00002;8.283;6.66;0;0.025;20.75
2023-08-14;CAP_SON_MAI_00010;0.817;0.02;0;0.0;18.5
2023-08-14;CAP_SON_MAI_00010;470.1;46.73;0;0.0;18.5
2023-08-14;CAP_SON_MAI_00001;512.867;10.18;19;0.0;18.5
2023-08-16;CAP_SON_MAI_00004;182.833;10.05;19;0.0;19.5
2023-08-16;CAP_SON_MAI_00010;587.583;12.16;55;0.0;19.5
2023-08-16;CAP_SON_MAI_00003;518.567;12.807;51;0.0;19.5
2023-08-16;CAP_SON_MAI_00010;282.85;44.28;29;0.0;19.5
2023-08-16;CAP_SON_MAI_00001;196.367;11.65;76;0.0;19.5
2023-08-17;CAP_SON_MAI_00010;437.6;12.55;50;0.0;19.5
2023-08-17;CAP_SON_MAI_00002;46.467;42.6;144;0.0;19.5
2023-08-17;CAP_SON_MAI_00010;642.283;8.78;55;0.0;19.5
2023-08-17;CAP_SON_MAI_00004;145.583;8.16;76;0.0;19.5
2023-08-18;CAP_SON_MAI_00010;578.75;9.88;55;0.0;20.75
2023-08-18;CAP_SON_MAI_00002;47.95;45.83;144;0.0;20.75
2023-08-18;CAP_SON_MAI_00001;77.983;6.31;144;0.0;20.75
2023-08-18;CAP_SON_MAI_00004;105.0;5.77;76;0.0;20.75
2023-08-21;CAP_SON_MAI_00010;0.183;0.0;46;0.0;21.75
2023-08-21;CAP_SON_MAI_00010;331.25;10.76;46;0.0;21.75
2023-08-21;CAP_SON_MAI_00003;521.883;12.692;5;0.0;21.75
2023-08-21;CAP_SON_MAI_00010;187.583;10.65;76;0.0;21.75
2023-08-21;CAP_SON_MAI_00001;542.533;12.82;51;0.0;21.75
2023-08-21;CAP_SON_MAI_00004;150.65;9.01;50;0.0;21.75
2023-08-21;CAP_SON_MAI_00010;279.167;40.0;29;0.0;21.75
2023-08-22;CAP_SON_MAI_00004;13.45;1.48;55;0.0;25.75
2023-08-22;CAP_SON_MAI_00001;712.433;6.83;5;0.0;25.75
2023-08-22;CAP_SON_MAI_00004;104.833;12.04;55;0.0;25.75
2023-08-22;CAP_SON_MAI_00010;300.717;10.17;46;0.0;25.75
2023-08-23;CAP_SON_MAI_00003;446.583;6.934;51;0.0;24.0
2023-08-23;CAP_SON_MAI_00001;541.1;11.95;5;0.0;24.0
2023-08-23;CAP_SON_MAI_00010;393.783;10.59;46;0.0;24.0
2023-08-24;CAP_SON_MAI_00010;153.383;5.74;46;0.0;21.25
2023-08-24;CAP_SON_MAI_00004;97.733;11.95;55;0.0;21.25
2023-08-24;CAP_SON_MAI_00001;293.567;8.78;76;0.0;21.25
2023-08-25;CAP_SON_MAI_00010;380.917;6.52;46;0.0;20.0
2023-08-28;CAP_SON_MAI_00001;196.583;12.36;55;0.0;18.75
2023-08-28;CAP_SON_MAI_00003;156.483;9.417;50;0.0;18.75
2023-08-28;CAP_SON_MAI_00010;3058.95;12.02;76;0.0;18.75
2023-08-28;CAP_SON_MAI_00004;136.367;7.77;4;0.0;18.75
2023-08-28;CAP_SON_MAI_00010;546.667;12.22;87;0.0;18.75
2023-08-29;CAP_SON_MAI_00001;280.283;10.96;46;0.0;19.0
2023-08-29;CAP_SON_MAI_00004;141.733;17.34;1;0.0;19.0
2023-08-29;CAP_SON_MAI_00004;0.233;0.0;1;0.0;19.0
2023-08-29;CAP_SON_MAI_00004;274.45;50.56;29;0.0;19.0
2023-08-29;CAP_SON_MAI_00001;292.467;11.62;87;0.0;19.0
2023-08-29;CAP_SON_MAI_00001;233.2;12.34;55;0.0;19.0
2023-08-30;CAP_SON_MAI_00001;234.3;10.76;46;0.0;19.0
2023-08-30;CAP_SON_MAI_00004;199.833;12.07;128;0.0;19.0
2023-08-30;CAP_SON_MAI_00001;283.617;12.48;55;0.0;19.0
2023-08-30;CAP_SON_MAI_00010;431.217;12.47;50;0.0;19.0
2023-08-30;CAP_SON_MAI_00002;20.167;32.15;133;0.0;19.0
2023-08-30;CAP_SON_MAI_00003;288.583;35.285;0;0.0;19.0
2023-08-30;CAP_SON_MAI_00010;0.617;0.03;133;0.0;19.0
2023-08-30;CAP_SON_MAI_00010;0.1;0.0;133;0.0;19.0
2023-08-30;CAP_SON_MAI_00010;179.6;11.11;87;0.0;19.0
2023-08-30;CAP_SON_MAI_00010;0.533;0.01;133;0.0;19.0
2023-08-30;CAP_SON_MAI_00004;123.85;21.73;133;0.0;19.0
2023-08-31;CAP_SON_MAI_00004;0.75;0.0;35;0.0;19.75
2023-08-31;CAP_SON_MAI_00010;0.3;0.0;0;0.0;19.75
2023-08-31;CAP_SON_MAI_00003;411.75;9.051;128;0.0;19.75
2023-08-31;CAP_SON_MAI_00003;189.183;9.815;4;0.0;19.75
2023-09-01;CAP_SON_MAI_00010;335.283;12.69;50;0.0;19.25
2023-09-01;CAP_SON_MAI_00002;32.067;44.68;0;0.0;19.25
2023-09-01;CAP_SON_MAI_00001;267.633;11.54;4;0.0;19.25
2023-09-01;CAP_SON_MAI_00001;268.067;11.97;76;0.0;19.25
2023-09-01;CAP_SON_MAI_00001;0.317;0.01;76;0.0;19.25
2023-09-01;CAP_SON_MAI_00001;284.583;7.6;46;0.0;19.25
2023-09-01;CAP_SON_MAI_00003;580.333;24.235;1;0.0;19.25
2023-09-01;CAP_SON_MAI_00003;313.433;10.117;4;0.0;19.25
2023-09-01;CAP_SON_MAI_00003;0.4;0.022;1;0.0;19.25
2023-09-01;CAP_SON_MAI_00003;0.083;0.002;1;0.0;19.25
2023-09-01;CAP_SON_MAI_00003;1.367;0.043;4;0.0;19.25
2023-09-01;CAP_SON_MAI_00004;106.933;18.61;0;0.0;19.25
2023-09-01;CAP_SON_MAI_00001;225.85;12.53;55;0.0;19.25
2023-09-04;CAP_SON_MAI_00010;1061.017;10.28;87;;20.0
2023-09-04;CAP_SON_MAI_00010;1115.583;48.02;29;;20.0
2023-09-04;CAP_SON_MAI_00004;0.65;0.0;29;;20.0
2023-09-04;CAP_SON_MAI_00004;161.0;9.09;19;;20.0
2023-09-04;CAP_SON_MAI_00004;19.883;1.14;19;;20.0
2023-09-04;CAP_SON_MAI_00003;560.567;26.742;1;;20.0
2023-09-04;CAP_SON_MAI_00001;307.6;10.91;46;;20.0
2023-09-04;CAP_SON_MAI_00010;339.967;12.22;55;;20.0
2023-09-04;CAP_SON_MAI_00002;52.483;42.0;144;;20.0
2023-09-05;CAP_SON_MAI_00004;72.4;3.97;19;0.275;20.75
2023-09-05;CAP_SON_MAI_00010;118.417;22.19;29;0.275;20.75
2023-09-05;CAP_SON_MAI_00002;38.233;29.05;29;0.275;20.75
2023-09-05;CAP_SON_MAI_00010;546.633;11.93;87;0.275;20.75
2023-09-05;CAP_SON_MAI_00004;164.433;9.5;4;0.275;20.75
2023-09-05;CAP_SON_MAI_00004;252.4;46.65;133;0.275;20.75
2023-09-06;CAP_SON_MAI_00010;265.767;25.72;1;0.0;21.0
2023-09-06;CAP_SON_MAI_00004;36.15;1.62;4;0.0;21.0
2023-09-06;CAP_SON_MAI_00004;78.033;4.8;4;0.0;21.0
2023-09-06;CAP_SON_MAI_00010;296.283;10.95;46;0.0;21.0
2023-09-06;CAP_SON_MAI_00004;198.533;11.56;76;0.0;21.0
2023-09-06;CAP_SON_MAI_00003;28751.85;10.422;51;0.0;21.0
2023-09-06;CAP_SON_MAI_00010;225.95;12.26;55;0.0;21.0
2023-09-07;CAP_SON_MAI_00004;148.167;8.5;4;0.0;21.75
2023-09-07;CAP_SON_MAI_00004;101.183;12.16;55;0.0;21.75
2023-09-07;CAP_SON_MAI_00010;268.55;40.2;0;0.0;21.75
2023-09-07;CAP_SON_MAI_00001;177.217;6.17;5;0.0;21.75
2023-09-07;CAP_SON_MAI_00001;329.35;8.09;29;0.0;21.75
2023-09-07;CAP_SON_MAI_00004;132.283;16.09;1;0.0;21.75
2023-09-07;CAP_SON_MAI_00002;53.9;49.22;144;0.0;21.75
2023-09-07;CAP_SON_MAI_00010;224.167;41.9;29;0.0;21.75
2023-09-07;CAP_SON_MAI_00001;248.15;12.67;5;0.0;21.75
2023-09-07;CAP_SON_MAI_00004;199.483;11.62;76;0.0;21.75
2023-09-07;CAP_SON_MAI_00010;444.25;12.03;87;0.0;21.75
2023-09-08;CAP_SON_MAI_00001;89.017;10.21;29;0.0;21.75
2023-09-08;CAP_SON_MAI_00004;0.783;0.01;76;0.0;21.75
2023-09-08;CAP_SON_MAI_00001;645.7;8.17;5;0.0;21.75
2023-09-08;CAP_SON_MAI_00010;620.5;12.04;128;0.0;21.75
2023-09-08;CAP_SON_MAI_00004;174.883;10.2;4;0.0;21.75
2023-09-08;CAP_SON_MAI_00010;0.083;0.0;19;0.0;21.75
2023-09-08;CAP_SON_MAI_00010;257.05;10.49;19;0.0;21.75
2023-09-11;CAP_SON_MAI_00004;161.767;9.65;59;0.0;19.5
2023-09-11;CAP_SON_MAI_00010;321.05;10.16;19;0.0;19.5
2023-09-11;CAP_SON_MAI_00010;235.283;9.61;4;0.0;19.5
2023-09-11;CAP_SON_MAI_00003;218.533;12.489;59;0.0;19.5
2023-09-11;CAP_SON_MAI_00001;327.933;11.59;76;0.0;19.5
2023-09-11;CAP_SON_MAI_00010;0.083;0.0;4;0.0;19.5
2023-09-11;CAP_SON_MAI_00002;57.417;56.62;0;0.0;19.5
2023-09-12;CAP_SON_MAI_00004;140.533;7.93;76;0.0;20.0
2023-09-12;CAP_SON_MAI_00003;273.35;9.922;4;0.0;20.0
2023-09-12;CAP_SON_MAI_00010;240.333;44.69;0;0.0;20.0
2023-09-12;CAP_SON_MAI_00001;300.283;11.0;46;0.0;20.0
2023-09-12;CAP_SON_MAI_00010;0.067;0.0;144;0.0;20.0
2023-09-12;CAP_SON_MAI_00010;299.35;56.02;144;0.0;20.0
2023-09-12;CAP_SON_MAI_00010;268.883;50.48;133;0.0;20.0
2023-09-13;CAP_SON_MAI_00004;177.467;10.23;19;0.0;21.75
2023-09-13;CAP_SON_MAI_00001;307.167;5.6;87;0.0;21.75
2023-09-13;CAP_SON_MAI_00003;361.15;7.742;4;0.0;21.75
2023-09-13;CAP_SON_MAI_00010;726.9;12.21;128;0.0;21.75
2023-09-14;CAP_SON_MAI_00003;227.7;7.953;4;0.0;23.25
2023-09-14;CAP_SON_MAI_00010;0.233;0.0;19;0.0;23.25
2023-09-14;CAP_SON_MAI_00010;0.083;0.0;19;0.0;23.25
2023-09-14;CAP_SON_MAI_00010;230.55;7.28;19;0.0;23.25
2023-09-14;CAP_SON_MAI_00001;698.467;12.07;55;0.0;23.25
2023-09-14;CAP_SON_MAI_00010;357.55;60.26;133;0.0;23.25
2023-09-14;CAP_SON_MAI_00003;271.6;12.599;59;0.0;23.25
2023-09-14;CAP_SON_MAI_00001;305.117;7.59;51;0.0;23.25
2023-09-14;CAP_SON_MAI_00001;308.067;10.88;46;0.0;23.25
2023-09-15;CAP_SON_MAI_00010;243.217;8.67;13;0.0;20.75
2023-09-15;CAP_SON_MAI_00001;440.017;10.75;46;0.0;20.75
2023-09-15;CAP_SON_MAI_00004;183.433;10.19;19;0.0;20.75
2023-09-15;CAP_SON_MAI_00003;247.2;12.797;59;0.0;20.75
2023-09-16;CAP_SON_MAI_00002;11.233;16.71;144;0.4500000000000001;18.75
2023-09-16;CAP_SON_MAI_00002;9.15;9.08;144;0.4500000000000001;18.75
2023-09-18;CAP_SON_MAI_00010;296.15;46.88;29;0.3;18.25
2023-09-18;CAP_SON_MAI_00010;622.767;11.86;87;0.3;18.25
2023-09-18;CAP_SON_MAI_00004;162.617;9.32;4;0.3;18.25
2023-09-18;CAP_SON_MAI_00001;281.433;10.99;46;0.3;18.25
2023-09-18;CAP_SON_MAI_00003;331.917;11.526;76;0.3;18.25
2023-09-18;CAP_SON_MAI_00004;179.733;10.21;19;0.3;18.25
2023-09-19;CAP_SON_MAI_00004;137.0;7.65;76;0.0;18.75
2023-09-19;CAP_SON_MAI_00004;65.017;11.0;29;0.0;18.75
2023-09-19;CAP_SON_MAI_00010;364.967;26.18;1;0.0;18.75
2023-09-19;CAP_SON_MAI_00001;601.85;12.42;55;0.0;18.75
2023-09-19;CAP_SON_MAI_00010;297.9;11.41;46;0.0;18.75
2023-09-19;CAP_SON_MAI_00004;99.533;6.18;35;0.0;18.75
2023-09-19;CAP_SON_MAI_00002;44.15;36.9;0;0.0;18.75
2023-09-20;CAP_SON_MAI_00010;259.05;6.84;46;0.0;18.25
2023-09-20;CAP_SON_MAI_00004;205.033;12.37;50;0.0;18.25
2023-09-20;CAP_SON_MAI_00001;303.067;11.85;76;0.0;18.25
2023-09-21;CAP_SON_MAI_00002;34.85;20.94;29;0.175;18.5
2023-09-21;CAP_SON_MAI_00004;174.483;10.01;4;0.175;18.5
2023-09-21;CAP_SON_MAI_00003;180.8;10.79;50;0.175;18.5
2023-09-21;CAP_SON_MAI_00004;175.6;10.1;19;0.175;18.5
2023-09-21;CAP_SON_MAI_00010;0.067;0.0;55;0.175;18.5
2023-09-21;CAP_SON_MAI_00001;263.5;6.95;46;0.175;18.5
2023-09-21;CAP_SON_MAI_00001;531.05;12.59;51;0.175;18.5
2023-09-21;CAP_SON_MAI_00010;241.35;12.27;55;0.175;18.5
2023-09-22;CAP_SON_MAI_00002;41.5;47.83;134;0.05;17.5
2023-09-22;CAP_SON_MAI_00001;68.2;8.04;144;0.05;17.5
2023-09-22;CAP_SON_MAI_00001;319.5;12.28;50;0.05;17.5
2023-09-22;CAP_SON_MAI_00004;0.65;0.0;76;0.05;17.5
2023-09-22;CAP_SON_MAI_00010;4009.883;40.46;29;0.05;17.5
2023-09-22;CAP_SON_MAI_00001;118.183;9.39;46;0.05;17.5
2023-09-22;CAP_SON_MAI_00004;137.583;7.66;76;0.05;17.5
2023-09-22;CAP_SON_MAI_00001;335.167;4.7;51;0.05;17.5
2023-09-22;CAP_SON_MAI_00010;4270.983;11.54;55;0.05;17.5
2023-09-24;CAP_SON_MAI_00002;31.033;48.8;0;0.0;19.25
2023-09-25;CAP_SON_MAI_00001;327.117;10.3;35;0.0;20.0
2023-09-25;CAP_SON_MAI_00010;256.85;46.76;29;0.0;20.0
2023-09-25;CAP_SON_MAI_00001;288.817;12.54;5;0.0;20.0
2023-09-25;CAP_SON_MAI_00004;182.083;10.08;19;0.0;20.0
2023-09-25;CAP_SON_MAI_00001;313.533;10.97;46;0.0;20.0
2023-09-25;CAP_SON_MAI_00010;0.1;0.0;76;0.0;20.0
2023-09-25;CAP_SON_MAI_00004;57.05;6.82;1;0.0;20.0
2023-09-25;CAP_SON_MAI_00004;164.233;9.47;4;0.0;20.0
2023-09-25;CAP_SON_MAI_00002;52.017;47.65;144;0.0;20.0
2023-09-26;CAP_SON_MAI_00003;241.733;14.566;1;0.0;20.25
2023-09-26;CAP_SON_MAI_00004;273.267;50.83;133;0.0;20.25
2023-09-26;CAP_SON_MAI_00003;297.367;12.472;50;0.0;20.25
2023-09-26;CAP_SON_MAI_00001;357.833;6.67;5;0.0;20.25
2023-09-26;CAP_SON_MAI_00010;50.583;6.03;1;0.0;20.25
2023-09-26;CAP_SON_MAI_00001;265.183;23.89;0;0.0;20.25
2023-09-26;CAP_SON_MAI_00004;101.4;17.67;29;0.0;20.25
2023-09-26;CAP_SON_MAI_00004;195.833;11.23;76;0.0;20.25
2023-09-26;CAP_SON_MAI_00003;319.033;5.976;4;0.0;20.25
2023-09-27;CAP_SON_MAI_00010;172.417;10.36;59;0.0;19.5
2023-09-27;CAP_SON_MAI_00001;234.717;10.47;35;0.0;19.5
2023-09-27;CAP_SON_MAI_00004;200.583;12.21;128;0.0;19.5
2023-09-27;CAP_SON_MAI_00010;215.5;11.86;87;0.0;19.5
2023-09-27;CAP_SON_MAI_00004;129.767;23.46;0;0.0;19.5
2023-09-27;CAP_SON_MAI_00004;154.017;8.7;4;0.0;19.5
2023-09-27;CAP_SON_MAI_00003;381.167;17.264;1;0.0;19.5
2023-09-27;CAP_SON_MAI_00001;165.117;10.97;46;0.0;19.5
2023-09-28;CAP_SON_MAI_00003;310.233;12.342;128;0.0;20.75
2023-09-28;CAP_SON_MAI_00010;230.683;10.11;19;0.0;20.75
2023-09-28;CAP_SON_MAI_00003;233.733;12.629;59;0.0;20.75
2023-09-28;CAP_SON_MAI_00010;390.767;7.45;55;0.0;20.75
2023-09-28;CAP_SON_MAI_00002;31.7;21.01;144;0.0;20.75
2023-09-28;CAP_SON_MAI_00004;203.083;12.22;87;0.0;20.75
2023-09-28;CAP_SON_MAI_00004;100.567;12.2;55;0.0;20.75
2023-09-28;CAP_SON_MAI_00010;298.233;8.14;46;0.0;20.75
2023-09-28;CAP_SON_MAI_00004;197.25;11.4;76;0.0;20.75
2023-09-28;CAP_SON_MAI_00001;494.767;10.9;51;0.0;20.75
2023-09-28;CAP_SON_MAI_00003;244.383;21.612;0;0.0;20.75
2023-09-28;CAP_SON_MAI_00003;305.717;12.814;50;0.0;20.75
2023-09-28;CAP_SON_MAI_00002;43.567;45.98;29;0.0;20.75
2023-09-29;CAP_SON_MAI_00010;337.767;12.42;5;0.0;22.25
2023-10-02;CAP_SON_MAI_00001;0.2;0.0;30;0.0;21.0
2023-10-02;CAP_SON_MAI_00003;80.1;4.889;29;0.0;21.0
2023-10-02;CAP_SON_MAI_00003;15.117;0.891;59;0.0;21.0
2023-10-02;CAP_SON_MAI_00010;24.9;1.42;19;0.0;21.0
2023-10-02;CAP_SON_MAI_00001;0.217;0.01;30;0.0;21.0
2023-10-02;CAP_SON_MAI_00010;130.083;7.84;50;0.0;21.0
2023-10-02;CAP_SON_MAI_00002;49.7;28.54;13;0.0;21.0
2023-10-02;CAP_SON_MAI_00002;45.483;48.15;29;0.0;21.0
2023-10-02;CAP_SON_MAI_00001;297.133;10.91;46;0.0;21.0
2023-10-02;CAP_SON_MAI_00010;253.85;45.35;0;0.0;21.0
2023-10-02;CAP_SON_MAI_00004;214.333;26.05;1;0.0;21.0
2023-10-02;CAP_SON_MAI_00003;0.4;0.041;30;0.0;21.0
2023-10-02;CAP_SON_MAI_00003;109.467;6.749;4;0.0;21.0
2023-10-03;CAP_SON_MAI_00004;118.983;20.87;133;0.0;21.25
2023-10-03;CAP_SON_MAI_00010;192.333;11.44;50;0.0;21.25
2023-10-03;CAP_SON_MAI_00003;552.067;11.862;128;0.0;21.25
2023-10-03;CAP_SON_MAI_00010;306.367;11.94;87;0.0;21.25
2023-10-03;CAP_SON_MAI_00004;204.2;11.51;76;0.0;21.25
2023-10-03;CAP_SON_MAI_00001;305.433;10.85;46;0.0;21.25
2023-10-03;CAP_SON_MAI_00001;343.6;27.15;0;0.0;21.25
2023-10-03;CAP_SON_MAI_00004;220.767;39.84;133;0.0;21.25
2023-10-04;CAP_SON_MAI_00002;52.883;39.47;139;0.0;21.5
2023-10-04;CAP_SON_MAI_00003;876.05;5.99;1;0.0;21.5
2023-10-04;CAP_SON_MAI_00001;301.217;12.75;5;0.0;21.5
2023-10-04;CAP_SON_MAI_00010;236.383;32.69;0;0.0;21.5
2023-10-04;CAP_SON_MAI_00010;296.883;53.41;29;0.0;21.5
2023-10-04;CAP_SON_MAI_00010;673.517;11.78;87;0.0;21.5
2023-10-04;CAP_SON_MAI_00001;302.2;8.2;46;0.0;21.5
2023-10-04;CAP_SON_MAI_00004;148.083;8.21;76;0.0;21.5
2023-10-04;CAP_SON_MAI_00003;0.033;0.0;30;0.0;21.5
2023-10-04;CAP_SON_MAI_00003;0.083;0.006;30;0.0;21.5
2023-10-04;CAP_SON_MAI_00003;440.717;10.418;35;0.0;21.5
2023-10-06;CAP_SON_MAI_00010;128.917;7.56;19;0.0;22.0
2023-10-06;CAP_SON_MAI_00002;49.683;30.48;139;0.0;22.0
2023-10-06;CAP_SON_MAI_00004;200.517;12.04;59;0.0;22.0
2023-10-06;CAP_SON_MAI_00004;199.833;11.67;76;0.0;22.0
2023-10-06;CAP_SON_MAI_00003;713.5;11.847;128;0.0;22.0
2023-10-06;CAP_SON_MAI_00004;171.433;9.97;4;0.0;22.0
2023-10-06;CAP_SON_MAI_00001;680.75;26.82;1;0.0;22.0
2023-10-06;CAP_SON_MAI_00010;281.467;47.91;0;0.0;22.0
2023-10-07;CAP_SON_MAI_00002;20.333;33.35;0;0.0;24.5
2023-10-09;CAP_SON_MAI_00010;181.917;10.17;4;0.0;24.25
2023-10-09;CAP_SON_MAI_00010;622.567;12.04;87;0.0;24.25
2023-10-09;CAP_SON_MAI_00002;31.75;19.13;144;0.0;24.25
2023-10-09;CAP_SON_MAI_00010;238.317;10.36;19;0.0;24.25
2023-10-09;CAP_SON_MAI_00002;28.85;39.78;29;0.0;24.25
2023-10-09;CAP_SON_MAI_00002;21.383;7.91;29;0.0;24.25
2023-10-09;CAP_SON_MAI_00004;181.683;10.67;35;0.0;24.25
2023-10-10;CAP_SON_MAI_00002;46.767;36.72;0;0.0;23.5
2023-10-10;CAP_SON_MAI_00004;122.383;6.9;4;0.0;23.5
2023-10-10;CAP_SON_MAI_00003;252.367;15.875;133;0.0;23.5
2023-10-10;CAP_SON_MAI_00003;292.233;12.494;5;0.0;23.5
2023-10-10;CAP_SON_MAI_00010;279.533;12.72;50;0.0;23.5
2023-10-10;CAP_SON_MAI_00010;633.967;11.93;87;0.0;23.5
2023-10-10;CAP_SON_MAI_00004;332.1;59.56;133;0.0;23.5
2023-10-10;CAP_SON_MAI_00001;86.0;9.65;0;0.0;23.5
2023-10-10;CAP_SON_MAI_00010;1.967;0.1;19;0.0;23.5
2023-10-10;CAP_SON_MAI_00003;309.183;12.646;51;0.0;23.5
2023-10-10;CAP_SON_MAI_00003;289.683;34.503;144;0.0;23.5
2023-10-10;CAP_SON_MAI_00004;205.05;11.56;76;0.0;23.5
2023-10-10;CAP_SON_MAI_00001;315.65;10.8;46;0.0;23.5
2023-10-10;CAP_SON_MAI_00010;0.05;0.0;19;0.0;23.5
2023-10-11;CAP_SON_MAI_00001;186.75;12.28;55;0.0;23.0
2023-10-11;CAP_SON_MAI_00010;254.75;7.74;19;0.0;23.0
2023-10-11;CAP_SON_MAI_00001;343.917;12.44;50;0.0;23.0
2023-10-11;CAP_SON_MAI_00010;251.4;11.67;87;0.0;23.0
2023-10-11;CAP_SON_MAI_00003;318.867;4.192;51;0.0;23.0
2023-10-11;CAP_SON_MAI_00003;664.15;11.596;1;0.0;23.0
2023-10-11;CAP_SON_MAI_00004;147.017;8.4;76;0.0;23.0
2023-10-12;CAP_SON_MAI_00003;352.467;9.917;4;0.0;22.5
2023-10-12;CAP_SON_MAI_00010;4.517;0.0;46;0.0;22.5
2023-10-12;CAP_SON_MAI_00010;2.083;0.0;87;0.0;22.5
2023-10-12;CAP_SON_MAI_00001;273.917;12.66;128;0.0;22.5
2023-10-12;CAP_SON_MAI_00003;0.017;0.0;59;0.0;22.5
2023-10-12;CAP_SON_MAI_00003;76.583;4.485;59;0.0;22.5
2023-10-12;CAP_SON_MAI_00010;232.067;11.38;76;0.0;22.5
2023-10-13;CAP_SON_MAI_00002;51.533;48.33;133;0.375;20.75
2023-10-13;CAP_SON_MAI_00010;224.483;10.26;19;0.375;20.75
2023-10-13;CAP_SON_MAI_00004;138.683;7.89;4;0.375;20.75
2023-10-13;CAP_SON_MAI_00003;196.333;11.833;50;0.375;20.75
2023-10-13;CAP_SON_MAI_00004;143.3;8.32;35;0.375;20.75
2023-10-13;CAP_SON_MAI_00001;454.75;12.03;128;0.375;20.75
2023-10-13;CAP_SON_MAI_00002;37.883;23.83;144;0.375;20.75
2023-10-13;CAP_SON_MAI_00001;423.65;3.55;51;0.375;20.75
2023-10-13;CAP_SON_MAI_00004;234.917;43.83;134;0.375;20.75
2023-10-13;CAP_SON_MAI_00003;223.117;8.782;46;0.375;20.75
2023-10-13;CAP_SON_MAI_00010;637.867;12.2;55;0.375;20.75
2023-10-13;CAP_SON_MAI_00001;133.967;8.0;1;0.375;20.75
2023-10-13;CAP_SON_MAI_00002;56.417;44.49;139;0.375;20.75
2023-10-13;CAP_SON_MAI_00002;44.633;39.77;0;0.375;20.75
2023-10-15;CAP_SON_MAI_00002;32.5;47.02;0;0.425;18.5
2023-10-16;CAP_SON_MAI_00003;287.6;35.064;0;0.15;18.75
2023-10-16;CAP_SON_MAI_00003;651.65;26.899;1;0.15;18.75
2023-10-16;CAP_SON_MAI_00001;217.55;6.8;29;0.15;18.75
2023-10-16;CAP_SON_MAI_00010;216.433;10.35;19;0.15;18.75
2023-10-16;CAP_SON_MAI_00003;214.717;9.651;4;0.15;18.75
2023-10-16;CAP_SON_MAI_00001;152.15;4.0;35;0.15;18.75
2023-10-16;CAP_SON_MAI_00010;360.65;12.46;50;0.15;18.75
2023-10-16;CAP_SON_MAI_00004;201.8;12.08;59;0.15;18.75
2023-10-16;CAP_SON_MAI_00002;42.1;42.34;29;0.15;18.75
2023-10-16;CAP_SON_MAI_00002;37.467;50.1;133;0.15;18.75
2023-10-16;CAP_SON_MAI_00010;237.717;24.98;144;0.15;18.75
2023-10-16;CAP_SON_MAI_00004;198.267;11.56;76;0.15;18.75
